,Unnamed: 0,reject,pvals,pvals_corrected,tstats,effectsize,alpha,alpha_corrected,step,dimension_step
0,0,False,0.9999910033948513,1.0,-4.507791879594491,-0.6391058572723182,0.05,0.025,0,1-2
1,1,False,0.999999717103203,1.0,-5.350928102207909,-0.7586440508588346,0.05,0.025,1,2-3
0,0,False,0.999998747381689,1.0,-4.997689139464976,-0.7085625262153066,0.05,0.025,0,1-2
1,1,False,0.9993075044145608,1.0,-3.29079956967211,-0.4665630837144738,0.05,0.025,1,2-3
0,0,False,0.9999898880732888,1.0,-4.477818256509898,-0.6348562560066183,0.05,0.025,0,1-2
1,1,False,0.9737837832549324,1.0,-1.9631681817258908,-0.2783341195123078,0.05,0.025,1,2-3
0,0,False,0.999999999794738,1.0,-6.940780483902576,-0.9840501912662776,0.05,0.025,0,1-2
1,1,False,0.999882027521948,1.0,-3.816424728832075,-0.5410851838738644,0.05,0.025,1,2-3
0,0,False,0.9732017148741718,1.0,-1.953386530683628,-0.2769472962866831,0.05,0.025,0,1-2
1,1,False,0.9999928901277878,1.0,-4.56780895265017,-0.6476149597222023,0.05,0.025,1,2-3
0,0,False,0.6209880216178025,1.0,-0.3089300107897157,-0.0437994886757435,0.05,0.025,0,1-2
1,1,False,0.9999990204617338,1.0,-5.0569412966041805,-0.7169631803926002,0.05,0.025,1,2-3
0,0,False,0.999999999999235,1.0,-8.091211954425079,-1.147156100066015,0.05,0.025,0,1-2
1,1,False,0.999854397312716,1.0,-3.756479306921364,-0.5325862399822394,0.05,0.025,1,2-3
0,0,False,0.9999979446361066,1.0,-4.877213844784802,-0.6914817761400316,0.05,0.025,0,1-2
1,1,False,0.9999957184584072,1.0,-4.695630355580094,-0.6657372265613334,0.05,0.025,1,2-3
0,0,False,0.99996804540829,1.0,-4.176064999881389,-0.5920742734054993,0.05,0.025,0,1-2
1,1,False,0.990545927107178,1.0,-2.386539201430644,-0.3383588291084842,0.05,0.025,1,2-3
0,0,False,0.999997648283724,1.0,-4.844167855259858,-0.6867965808096183,0.05,0.025,0,1-2
1,1,False,0.9999405111731962,1.0,-4.007464123153642,-0.5681703730622465,0.05,0.025,1,2-3
0,0,False,0.9416291446460542,1.0,-1.5824269772577428,-0.224353381186296,0.05,0.025,0,1-2
