,Unnamed: 0,reject,pvals,pvals_corrected,tstats,effectsize,alpha,alpha_corrected,step,dimension_step
0,0,False,0.9999999999962303,1.0,-7.767241589611666,-1.101224219609829,0.05,0.025,0,1-2
1,1,False,0.999459766692796,1.0,-3.3677760384965025,-0.4774766559049971,0.05,0.025,1,2-3
0,0,False,0.9982884211828958,1.0,-2.999255643892599,-0.4252285599399172,0.05,0.025,0,1-2
1,1,False,0.9999999740494392,1.0,-5.895640959536348,-0.8358723672826759,0.05,0.025,1,2-3
0,0,False,0.999999997312622,1.0,-6.393232015030641,-0.9064198474208508,0.05,0.025,0,1-2
1,1,False,0.9059918794256848,1.0,-1.325620567659788,-0.1879438740610711,0.05,0.025,1,2-3
0,0,False,0.9999995608770228,1.0,-5.247806837692414,-0.7440237210118609,0.05,0.025,0,1-2
1,1,False,0.999923713931394,1.0,-3.938747696152064,-0.5584278933381194,0.05,0.025,1,2-3
0,0,True,0.0219335906638565,0.043867181327713,2.0414433940684704,0.2894318250017363,0.05,0.025,0,1-2
1,1,False,0.9999999629430386,0.9999999629430386,-5.8158955776338805,-0.8245662240476715,0.05,0.025,1,2-3
0,0,False,0.997992723231258,1.0,-2.945902740005234,-0.4176642902735968,0.05,0.025,0,1-2
1,1,False,0.9999051809650406,1.0,-3.878032972968039,-0.5498198794266457,0.05,0.025,1,2-3
0,0,False,0.9999999360701296,1.0,-5.692884965647609,-0.8071260216765385,0.05,0.025,0,1-2
1,1,False,0.999817494591842,1.0,-3.6914339108283127,-0.5233642317924101,0.05,0.025,1,2-3
0,0,False,0.5524280888232043,1.0,-0.1321373708153661,-0.0187341762681957,0.05,0.025,0,1-2
1,1,False,0.9999996758165298,1.0,-5.319085367043054,-0.7541294505625004,0.05,0.025,1,2-3
0,0,False,0.9999990458792068,1.0,-5.063254501173668,-0.7178582541063583,0.05,0.025,0,1-2
1,1,False,0.9174931780817074,1.0,-1.3987477564188795,-0.198311702902805,0.05,0.025,1,2-3
0,0,False,0.9991866388817712,1.0,-3.2402747203903237,-0.4593997700619598,0.05,0.025,0,1-2
1,1,False,0.9999782764337204,1.0,-4.278690593375152,-0.6066243279909412,0.05,0.025,1,2-3
0,0,False,0.9999999997153534,1.0,-6.871991078856516,-0.9742973648586906,0.05,0.025,0,1-2
1,1,False,0.9199877496896304,1.0,-1.4156219279356894,-0.2007040897168078,0.05,0.025,1,2-3
0,0,False,0.999999999163478,1.0,-6.643590766577996,-0.9419152182824916,0.05,0.025,0,1-2
1,1,False,0.997980655804381,1.0,-2.943883166623903,-0.417377959135941,0.05,0.025,1,2-3
0,0,False,0.9999999997527148,1.0,-6.90162052388342,-0.9784981692370254,0.05,0.025,0,1-2
