,Unnamed: 0,reject,pvals,pvals_corrected,tstats,effectsize,alpha,alpha_corrected,step,dimension_step
0,0,False,0.9999684934577796,1.0,-4.179846948565797,-0.5926104706436749,0.05,0.025,0,1-2
1,1,False,0.9999999998651168,1.0,-7.028812392409341,-0.9965311819278508,0.05,0.025,1,2-3
0,0,False,0.7804909383562625,1.0,-0.7769885803350479,-0.110159911102751,0.05,0.025,0,1-2
1,1,False,0.997392215272634,1.0,-2.856810813820212,-0.4050330123926751,0.05,0.025,1,2-3
0,0,False,0.999999999790617,0.999999999790617,-6.936604446200739,-0.9834581208631348,0.05,0.025,0,1-2
1,1,False,0.2277957477155451,0.4555914954310902,0.7490694288358578,0.106201588773369,0.05,0.025,1,2-3
0,0,False,0.9999999998971428,1.0,-7.085469996228172,-1.0045639854438122,0.05,0.025,0,1-2
1,1,False,0.9999884316503896,1.0,-4.443162286078344,-0.6299428007531663,0.05,0.025,1,2-3
0,0,False,0.999724542253693,1.0,-3.570941561314625,-0.5062810637164188,0.05,0.025,0,1-2
1,1,False,0.9999995228729734,1.0,-5.228226560056683,-0.7412476678003849,0.05,0.025,1,2-3
0,0,False,0.9999999999988644,1.0,-8.011215688033671,-1.1358143869221369,0.05,0.025,0,1-2
1,1,False,0.965624986475045,1.0,-1.8400964275474956,-0.2608852485215585,0.05,0.025,1,2-3
0,0,False,0.9999117781380048,1.0,-3.8982319967607006,-0.5526836572499986,0.05,0.025,0,1-2
1,1,False,0.9997347502792384,1.0,-3.582104789106048,-0.5078637641733452,0.05,0.025,1,2-3
0,0,False,0.9999965031824796,1.0,-4.746109628035753,-0.6728940784211754,0.05,0.025,0,1-2
1,1,False,0.998392193107376,1.0,-3.0200182242462352,-0.4281722377028955,0.05,0.025,1,2-3
0,0,False,0.9999729344865176,1.0,-4.220408807317801,-0.5983612511150639,0.05,0.025,0,1-2
1,1,False,0.9906268519358936,1.0,-2.3898856172209064,-0.3388332773504509,0.05,0.025,1,2-3
0,0,False,0.9986864776099804,1.0,-3.086471300930332,-0.4375938240753331,0.05,0.025,0,1-2
1,1,False,0.9778292700488138,1.0,-2.0367814124869144,-0.2887708584321048,0.05,0.025,1,2-3
0,0,False,0.9999916095625336,1.0,-4.5256270662390286,-0.6416344949189822,0.05,0.025,0,1-2
1,1,False,0.9999722376013744,1.0,-4.213638432096527,-0.5974013606464212,0.05,0.025,1,2-3
0,0,False,0.9999999953234032,1.0,-6.27312304847224,-0.889391034625415,0.05,0.025,0,1-2
1,1,False,0.7110391831250721,1.0,-0.5582682405492055,-0.0791501719676119,0.05,0.025,1,2-3
0,0,False,0.9999998526135576,1.0,-5.502078934085403,-0.7800739182007093,0.05,0.025,0,1-2
1,1,False,0.9777954500599564,1.0,-2.0361200218047983,-0.2886770877634102,0.05,0.025,1,2-3
0,0,False,0.9999999315574504,1.0,-5.677415343104983,-0.8049327690506711,0.05,0.025,0,1-2
1,1,False,0.9999995528509622,1.0,-5.243537298374648,-0.7434183941337078,0.05,0.025,1,2-3
0,0,False,0.99999999778032,1.0,-6.434488324224161,-0.9122690857085306,0.05,0.025,0,1-2
1,1,False,0.9160210649987628,1.0,-1.388972152954561,-0.1969257370908741,0.05,0.025,1,2-3
0,0,False,0.9880107702426564,1.0,-2.2927469784044883,-0.3250611523958672,0.05,0.025,0,1-2
1,1,False,0.9267990994319673,1.0,-1.4638543782906028,-0.2075423915629868,0.05,0.025,1,2-3
0,0,False,0.9996768279583584,1.0,-3.523460317349392,-0.4995492664331142,0.05,0.025,0,1-2
1,1,False,0.999930336978238,1.0,-3.963928127436996,-0.5619979253078053,0.05,0.025,1,2-3
0,0,False,0.9999419170182484,1.0,-4.014033132268257,-0.569101714240758,0.05,0.025,0,1-2
1,1,False,0.9999010535470044,1.0,-3.8660671438724648,-0.5481233877370628,0.05,0.025,1,2-3
0,0,False,0.9999999227519067,1.0,-5.649918787751656,-0.8010343615707977,0.05,0.025,0,1-2
1,1,False,0.9858399410643236,1.0,-2.225447961190256,-0.3155196302406439,0.05,0.025,1,2-3
0,0,False,0.9999999999978788,1.0,-7.88434743873089,-1.1178272563275926,0.05,0.025,0,1-2
1,1,False,0.9992588215279176,1.0,-3.2695262207566844,-0.4635469901904602,0.05,0.025,1,2-3
0,0,False,0.9999912677280854,1.0,-4.515421828265366,-0.6401876163722264,0.05,0.025,0,1-2
1,1,False,0.9999988587658049,1.0,-5.020171221570142,-0.7117499915510801,0.05,0.025,1,2-3
0,0,False,0.9999750904829836,1.0,-4.2424702570763175,-0.6014890800249149,0.05,0.025,0,1-2
1,1,False,0.9906305439467772,1.0,-2.390038900902029,-0.3388550096089594,0.05,0.025,1,2-3
0,0,False,0.9999999977758114,1.0,-6.434051010635149,-0.9122070842489096,0.05,0.025,0,1-2
1,1,False,0.5729324300503581,1.0,-0.1843255209804042,-0.0261333094450547,0.05,0.025,1,2-3
0,0,False,0.9999027115364174,1.0,-3.870815553410107,-0.5487966078921397,0.05,0.025,0,1-2
1,1,False,0.9964908241049804,1.0,-2.753377887920049,-0.390368495808215,0.05,0.025,1,2-3
0,0,False,0.4533725316182395,0.906745063236479,0.1174453867788018,0.016651175698621,0.05,0.025,0,1-2
1,1,False,0.9874254203671768,0.9874254203671768,-2.273609228553712,-0.3223478399024467,0.05,0.025,1,2-3
0,0,False,0.9999997393192804,0.9999997393192804,-5.370000485632019,-0.7613480958289828,0.05,0.025,0,1-2
