,Unnamed: 0,reject,pvals,pvals_corrected,tstats,effectsize,alpha,alpha_corrected,step,dimension_step
0,0,True,2.249465303347707e-13,2.0245187730129365e-12,8.338309338104526,1.1821890806126696,0.05,0.0055555555555555,0,1-2
1,1,True,7.939016769334203e-12,6.351213415467361e-11,7.614978565070053,1.079636667781838,0.05,0.0055555555555555,1,2-3
2,2,True,1.798214715829425e-05,0.000125875030108,4.328416729835166,0.6136744017121746,0.05,0.0055555555555555,2,3-4
3,3,True,0.0003751583104425,0.002250949862655,3.478741723150476,0.4932091521942817,0.05,0.0055555555555555,3,4-5
4,4,False,0.9062885425381292,1.0,-1.3274195383180527,-0.1881989285789964,0.05,0.0055555555555555,4,5-6
5,5,False,0.957330949128154,1.0,-1.737898737769686,-0.2463958612824624,0.05,0.0055555555555555,5,6-7
6,6,False,0.9999941757714002,1.0,-4.618317659987936,-0.654775984801675,0.05,0.0055555555555555,6,7-8
7,7,False,0.9993250889020344,1.0,-3.2988292248021467,-0.4677015124091776,0.05,0.0055555555555555,7,8-9
8,8,False,0.770820138255351,1.0,-0.7444633331938768,-0.1055485456022164,0.05,0.0055555555555555,8,9-10
0,0,True,9.53587303109263e-14,8.582285727983369e-13,8.510891113074369,1.206657384870674,0.05,0.0055555555555555,0,1-2
1,1,True,1.565011094835399e-12,1.252008875868319e-11,7.946136665441719,1.1265876112335007,0.05,0.0055555555555555,1,2-3
2,2,True,7.593770346257362e-10,5.315639242380153e-09,6.664196362560755,0.9448366391104542,0.05,0.0055555555555555,2,3-4
3,3,False,0.9875059355800048,1.0,-2.276194564918252,-0.3227143838019279,0.05,0.0055555555555555,3,4-5
4,4,False,0.9993572378928662,1.0,-3.3140297979469917,-0.4698566197411604,0.05,0.0055555555555555,4,5-6
5,5,False,0.9121062614155668,1.0,-1.3635959136870155,-0.1933279438509406,0.05,0.0055555555555555,5,6-7
6,6,False,0.9926406342003372,1.0,-2.4827579185250546,-0.3520005293725607,0.05,0.0055555555555555,6,7-8
7,7,False,0.9936706617829598,1.0,-2.539457488840398,-0.3600392828157697,0.05,0.0055555555555555,7,8-9
8,8,False,0.9733270956635734,1.0,-1.9554782175004477,-0.2772438515252379,0.05,0.0055555555555555,8,9-10
0,0,True,3.1985643625072925e-10,2.878707926256564e-09,6.847402201342377,0.9708112022179142,0.05,0.0055555555555555,0,1-2
1,1,True,5.004846534614937e-06,4.0038772276919496e-05,4.656502713693849,0.6601897865333339,0.05,0.0055555555555555,1,2-3
2,2,True,0.0016945664927086,0.0118619654489608,3.002578283764001,0.4256996372789204,0.05,0.0055555555555555,2,3-4
3,3,False,0.0231486443696923,0.138891866218154,2.0179963574572155,0.2861075503159938,0.05,0.0055555555555555,3,4-5
4,4,False,0.0349371267694232,0.1746856338471164,1.8325571778674707,0.2598163485459954,0.05,0.0055555555555555,4,5-6
5,5,False,0.6087039204726163,1.0,-0.2766937123783015,-0.0392290897572011,0.05,0.0055555555555555,5,6-7
6,6,False,0.9998547377014236,1.0,-3.757149428471128,-0.5326812484961589,0.05,0.0055555555555555,6,7-8
7,7,False,0.998866491498594,1.0,-3.134314041407696,-0.4443768736223751,0.05,0.0055555555555555,7,8-9
8,8,False,0.950144106161422,1.0,-1.6618227169826911,-0.2356099528417842,0.05,0.0055555555555555,8,9-10
0,0,True,6.126305819126033e-10,5.513675237213429e-09,6.709851291570224,0.9513095050551722,0.05,0.0055555555555555,0,1-2
1,1,True,6.490010301929081e-09,5.1920082415432647e-08,6.201661180909278,0.8792593117440083,0.05,0.0055555555555555,1,2-3
2,2,False,0.3532917484369932,1.0,0.3775359774653142,0.0535263075523392,0.05,0.0055555555555555,2,3-4
3,3,False,0.6348749095773849,1.0,-0.345768762584677,-0.0490224143732091,0.05,0.0055555555555555,3,4-5
4,4,False,0.966271846876496,1.0,-1.8489006949295264,-0.2621335002162117,0.05,0.0055555555555555,4,5-6
5,5,False,0.9074949600482128,1.0,-1.334779578102991,-0.1892424205284816,0.05,0.0055555555555555,5,6-7
6,6,False,0.9338466302484432,1.0,-1.517581956278618,-0.2151597817855994,0.05,0.0055555555555555,6,7-8
7,7,False,0.9057517787666152,1.0,-1.3241677041380877,-0.1877378899315155,0.05,0.0055555555555555,7,8-9
8,8,False,0.9858586324169816,1.0,-2.225987583838358,-0.3155961368772258,0.05,0.0055555555555555,8,9-10
0,0,True,3.9524636488968e-15,3.55721728400712e-14,9.147654756173049,1.2969364804617145,0.05,0.0055555555555555,0,1-2
1,1,True,6.575318385822462e-05,0.0005260254708657,3.9798905829067,0.5642610508157323,0.05,0.0055555555555555,1,2-3
2,2,False,0.2577151012178392,1.0,0.6527502897300205,0.092545650874234,0.05,0.0055555555555555,2,3-4
3,3,False,0.2856624857505635,1.0,0.5679940880023339,0.0805290834702411,0.05,0.0055555555555555,3,4-5
4,4,False,0.6860199362910779,1.0,-0.4861147063503959,-0.0689203859524009,0.05,0.0055555555555555,4,5-6
5,5,False,0.0391115003438155,0.2737805024067088,1.779520924875108,0.2522969730201127,0.05,0.0055555555555555,5,6-7
6,6,False,0.9974508927013302,1.0,-2.8646331108469543,-0.4061420422637623,0.05,0.0055555555555555,6,7-8
7,7,False,0.9471167621556372,1.0,-1.6324266242515018,-0.2314422326924872,0.05,0.0055555555555555,7,8-9
8,8,False,0.9998266682907928,1.0,-3.706348762607533,-0.5254788301117329,0.05,0.0055555555555555,8,9-10
0,0,True,9.417911627571389e-23,8.47612046481425e-22,12.675442804448632,1.797099324064651,0.05,0.0055555555555555,0,1-2
1,1,False,0.017603280167267,0.1232229611708693,2.135268882393657,0.3027342180029537,0.05,0.0055555555555555,1,2-3
2,2,False,0.046209465578423,0.2772567934705385,1.6992154841458702,0.2409114257473518,0.05,0.0055555555555555,2,3-4
3,3,False,0.0138978482824691,0.1111827862597532,2.23307566237122,0.3166010706958576,0.05,0.0055555555555555,3,4-5
4,4,False,0.27981838041611,1.0,0.5853612690243802,0.0829913682012072,0.05,0.0055555555555555,4,5-6
5,5,False,0.5264005923508329,1.0,-0.0663930281593095,-0.0094130728108232,0.05,0.0055555555555555,5,6-7
6,6,False,0.3277693032579347,1.0,0.4474348146758505,0.0634364270678384,0.05,0.0055555555555555,6,7-8
7,7,False,0.2343616250784861,1.0,0.7273580623041538,0.1031233939741348,0.05,0.0055555555555555,7,8-9
8,8,False,0.9997367751046936,1.0,-3.584367296836408,-0.5081845380646917,0.05,0.0055555555555555,8,9-10
0,0,True,9.307592823936679e-11,8.376833541543011e-10,7.106322619009274,1.0075204292448714,0.05,0.0055555555555555,0,1-2
1,1,True,0.0001075750655874,0.0007530254591124,3.84251807380436,0.5447846469487023,0.05,0.0055555555555555,1,2-3
