,Unnamed: 0,reject,pvals,pvals_corrected,tstats,effectsize,alpha,alpha_corrected,step,dimension_step
0,0,True,3.629034698799349e-43,3.2661312289194143e-42,23.875704586055395,3.3850503872029294,0.05,0.0055555555555555,0,1-2
1,1,True,3.8983355124479436e-33,3.1186684099583554e-32,17.91716569184573,2.5402604745823654,0.05,0.0055555555555555,1,2-3
2,2,True,1.6657160932995803e-32,1.166001265309706e-31,17.5760510082506,2.4918979063648523,0.05,0.0055555555555555,2,3-4
3,3,True,8.329507240518816e-09,2.4988521721556447e-08,6.147024261477264,0.8715129968818729,0.05,0.0055555555555555,3,4-5
4,4,True,2.452464328768904e-17,1.4714785972613424e-16,10.159742538910228,1.440428293592908,0.05,0.0055555555555555,4,5-6
5,5,True,4.708123521932286e-09,1.8832494087729143e-08,6.271661044958441,0.8891837546457757,0.05,0.0055555555555555,5,6-7
6,6,True,1.6163495125724284e-12,8.081747562862142e-12,7.939582306734714,1.125658347160935,0.05,0.0055555555555555,6,7-8
7,7,False,0.9786895063991908,1.0,-2.0539022560565616,-0.291198217924085,0.05,0.0055555555555555,7,8-9
8,8,False,0.9999996885207092,1.0,-5.328439553481853,-0.7554556686982834,0.05,0.0055555555555555,8,9-10
0,0,True,3.2566862159696205e-51,2.9310175943726585e-50,29.551558082693237,4.189761720736617,0.05,0.0055555555555555,0,1-2
1,1,True,1.676813649909929e-26,1.1737695549369503e-25,14.486624833825596,2.053885146143311,0.05,0.0055555555555555,1,2-3
2,2,True,3.269133179710158e-26,1.961479907826095e-25,14.34376595184207,2.0336308951313367,0.05,0.0055555555555555,2,3-4
3,3,True,5.259037623880546e-27,4.207230099104437e-26,14.735983682526728,2.0892387527481286,0.05,0.0055555555555555,3,4-5
4,4,True,7.851235568410172e-16,3.925617784205086e-15,9.469704143824451,1.3425960085580937,0.05,0.0055555555555555,4,5-6
5,5,True,2.3686179034806754e-06,9.474471613922702e-06,4.842407450487086,0.6865469940870055,0.05,0.0055555555555555,5,6-7
6,6,False,0.9502786857375872,1.0,-1.6631626690536727,-0.2357999286081688,0.05,0.0055555555555555,6,7-8
7,7,False,0.7157458271878165,1.0,-0.5721632877800283,-0.0811201844059619,0.05,0.0055555555555555,7,8-9
8,8,False,0.99992360430301,1.0,-3.938348735017403,-0.558371329413964,0.05,0.0055555555555555,8,9-10
0,0,True,1.2917285935765689e-45,1.162555734218912e-44,25.50741354166801,3.616390870248818,0.05,0.0055555555555555,0,1-2
1,1,True,3.305819123673277e-40,2.6446552989386217e-39,22.00344585178559,3.119605230158827,0.05,0.0055555555555555,1,2-3
2,2,True,2.3989332178438642e-32,1.679253252490705e-31,17.490913930553784,2.4798273391158645,0.05,0.0055555555555555,2,3-4
3,3,True,1.0080068514050028e-26,6.048041108430017e-26,14.59587223489479,2.069374027569084,0.05,0.0055555555555555,3,4-5
4,4,True,2.8988748333299806e-14,1.4494374166649902e-13,8.749607472400163,1.240502120285913,0.05,0.0055555555555555,4,5-6
5,5,True,7.060768478874541e-10,2.824307391549816e-09,6.67968067767603,0.9470319748203436,0.05,0.0055555555555555,5,6-7
6,6,True,0.0005312008468817,0.0015936025406451,3.372960357472349,0.478211678441958,0.05,0.0055555555555555,6,7-8
7,7,False,0.9998475203148812,1.0,-3.743250291917185,-0.5307106562816285,0.05,0.0055555555555555,7,8-9
8,8,False,0.9998599328237244,1.0,-3.7675667151947394,-0.5341581908971786,0.05,0.0055555555555555,8,9-10
0,0,True,1.0642573243117014e-43,9.578315918805313e-43,24.22411755077472,3.434447691348605,0.05,0.0055555555555555,0,1-2
1,1,True,1.3682784364319743e-38,1.0946227491455794e-37,21.023454668909967,2.9806640097608303,0.05,0.0055555555555555,1,2-3
2,2,True,7.209552959714034e-25,5.046687071799823e-24,13.68831012357947,1.9407016583309036,0.05,0.0055555555555555,2,3-4
3,3,True,1.4281815345156754e-18,8.569089207094052e-18,10.726982664496674,1.520850481756305,0.05,0.0055555555555555,3,4-5
4,4,True,9.64742784086552e-11,2.8942283522596556e-10,7.098841192028695,1.0064597272577882,0.05,0.0055555555555555,4,5-6
5,5,True,5.346664175698234e-15,2.6733320878491173e-14,9.08738678536126,1.2883918062219628,0.05,0.0055555555555555,5,6-7
6,6,True,8.793034537647309e-14,3.517213815058924e-13,8.527175374092018,1.2089661353355838,0.05,0.0055555555555555,6,7-8
7,7,False,0.9999991139000226,1.0,-5.080992432763014,-0.7203731031227834,0.05,0.0055555555555555,7,8-9
8,8,False,0.9999368733131452,1.0,-3.991131757795976,-0.565854802458722,0.05,0.0055555555555555,8,9-10
