,Unnamed: 0,reject,pvals,pvals_corrected,tstats,effectsize,alpha,alpha_corrected,step,dimension_step
0,0,True,8.734086229768558e-31,7.860677606791704e-30,16.66309001409414,2.362460094147345,0.05,0.0055555555555555,0,1-2
1,1,True,5.395121801989899e-25,4.316097441591919e-24,13.749302237867363,1.949349000206927,0.05,0.0055555555555555,1,2-3
2,2,True,4.3952626308893376e-10,2.6371575785336027e-09,6.780247726907788,0.9612901730533976,0.05,0.0055555555555555,2,3-4
3,3,True,1.966528360456601e-14,1.3765698523196206e-13,8.827248554186049,1.2515099199935569,0.05,0.0055555555555555,3,4-5
4,4,True,0.0047225828814243,0.0236129144071218,2.6471595469495437,0.375309068559301,0.05,0.0055555555555555,4,5-6
5,5,False,0.0310061806604815,0.1240247226419263,1.8875716488077892,0.2676161919176149,0.05,0.0055555555555555,5,6-7
6,6,False,0.7505713713402158,1.0,-0.6787859243294662,-0.0962369318860371,0.05,0.0055555555555555,6,7-8
7,7,False,0.9999998550871632,1.0,-5.505975879963206,-0.7806264195145456,0.05,0.0055555555555555,7,8-9
8,8,False,0.9999709872566594,1.0,-4.201890769331287,-0.5957358001496044,0.05,0.0055555555555555,8,9-10
0,0,True,1.7361710240038808e-21,1.562553921603493e-20,12.07937381605876,1.712589836494292,0.05,0.0055555555555555,0,1-2
1,1,True,6.291815722062515e-18,5.0334525776500116e-17,10.430901056394443,1.4788726143163018,0.05,0.0055555555555555,1,2-3
2,2,True,0.0051838058547608,0.0155514175642824,2.6132208931500385,0.3704973130456121,0.05,0.0055555555555555,2,3-4
3,3,True,0.000674921209272,0.0032645666478053,3.2988245516158354,0.4677008498540234,0.05,0.0055555555555555,3,4-5
4,4,True,9.761053911702792e-11,6.832737738191956e-10,7.0963979116830505,1.0061133237809712,0.05,0.0055555555555555,4,5-6
5,5,True,0.0006385967790832,0.0032645666478053,3.316051120111957,0.4701431988179168,0.05,0.0055555555555555,5,6-7
6,6,True,0.0005440944413008,0.0032645666478053,3.3655846731098955,0.4771659684350755,0.05,0.0055555555555555,6,7-8
7,7,False,0.9999998621184654,1.0,-5.517419906064018,-0.7822489310029119,0.05,0.0055555555555555,7,8-9
8,8,False,0.9999951082515628,1.0,-4.662243782772234,-0.6610037440036445,0.05,0.0055555555555555,8,9-10
0,0,True,6.178317269704734e-27,5.560485542734261e-26,14.70124344575724,2.0843133503791966,0.05,0.0055555555555555,0,1-2
1,1,True,3.5355985592627346e-24,2.828478847410188e-23,13.355304063515922,1.893488714792584,0.05,0.0055555555555555,1,2-3
2,2,True,2.243848699196261e-09,1.570694089437383e-08,6.432154233692218,0.9119381629485156,0.05,0.0055555555555555,2,3-4
