,Unnamed: 0,reject,pvals,pvals_corrected,tstats,effectsize,alpha,alpha_corrected,step,dimension_step
0,0,False,0.9967630004070795,1.0,-2.781767500594488,-0.3943935191967301,0.05,0.025,0,1-2
1,1,False,0.8400514041363625,1.0,-0.9996911894179296,-0.1417342485381121,0.05,0.025,1,2-3
0,0,False,0.990903532000442,1.0,-2.4015241570804244,-0.3404833666165473,0.05,0.025,0,1-2
1,1,False,0.9999984943563762,1.0,-4.953113456348354,-0.7022426736283431,0.05,0.025,1,2-3
0,0,False,0.9999996317738006,1.0,-5.289223162004371,-0.749895645927978,0.05,0.025,0,1-2
1,1,False,0.9919454987474164,1.0,-2.4483860968786657,-0.3471273601744072,0.05,0.025,1,2-3
0,0,False,0.8806516102892632,1.0,-1.1854002709537494,-0.1680637164746136,0.05,0.025,0,1-2
1,1,False,0.9707595178845756,1.0,-1.91421028851502,-0.2713929658063397,0.05,0.025,1,2-3
0,0,False,0.9815439015675468,1.0,-2.1153245560551226,-0.2999065506831717,0.05,0.025,0,1-2
1,1,False,0.6139586899681472,1.0,-0.2904459664086908,-0.04117885725674,0.05,0.025,1,2-3
0,0,True,0.0001293473929745,0.000258694785949,3.790277143456221,0.5373780307014026,0.05,0.025,0,1-2
1,1,False,0.9817789497827571,0.9817789497827571,-2.12074051166333,-0.3006744142057981,0.05,0.025,1,2-3
0,0,False,0.9999244112113644,0.9999244112113644,-3.9412981447670834,-0.5587894909211644,0.05,0.025,0,1-2
1,1,False,0.3037756165645209,0.6075512331290418,0.5152151208352417,0.0730461854220938,0.05,0.025,1,2-3
0,0,False,0.9999999961714712,1.0,-6.3166028867170425,-0.8955555204840671,0.05,0.025,0,1-2
1,1,False,0.8568642028810629,1.0,-1.0721224988751037,-0.1520034169825408,0.05,0.025,1,2-3
0,0,False,0.78983682741091,1.0,-0.8092249997191586,-0.1147303271725642,0.05,0.025,0,1-2
1,1,False,0.999916620860944,1.0,-3.91399895587204,-0.5549190656691504,0.05,0.025,1,2-3
0,0,False,0.9999999999961576,1.0,-7.763344093317316,-1.1006716402590182,0.05,0.025,0,1-2
1,1,False,0.9992363281991298,1.0,-3.2601353582012,-0.4622155721870651,0.05,0.025,1,2-3
0,0,False,0.9023515839867708,1.0,-1.3038839813273826,-0.1848621036481487,0.05,0.025,0,1-2
1,1,False,0.9386988269711112,1.0,-1.5572497521496709,-0.2207838037820526,0.05,0.025,1,2-3
0,0,False,0.99997585117603,0.99997585117603,-4.250695030669228,-0.602655172231115,0.05,0.025,0,1-2
1,1,True,0.0004726571622722,0.0009453143245445,3.4087194326368984,0.4832815297125452,0.05,0.025,1,2-3
0,0,False,0.9809213258780668,1.0,-2.101262083036332,-0.2979128009462491,0.05,0.025,0,1-2
1,1,False,0.9191764243844914,1.0,-1.410090147842954,-0.1999198048268125,0.05,0.025,1,2-3
0,0,False,0.9999977343454824,1.0,-4.853326967431422,-0.6880951416998755,0.05,0.025,0,1-2
1,1,False,0.9995572634708544,1.0,-3.4286369820074967,-0.4861054006465345,0.05,0.025,1,2-3
0,0,True,0.0025207136482077,0.0050414272964155,2.868477765644041,0.4066871298511311,0.05,0.025,0,1-2
1,1,False,0.9999999194745144,0.9999999194745144,-5.640464465141151,-0.7996939463257489,0.05,0.025,1,2-3
0,0,False,0.3195568043328591,0.6391136086657183,0.4703864334695204,0.0666904623908346,0.05,0.025,0,1-2
1,1,False,0.9999999531096208,0.9999999531096208,-5.762949905231418,-0.8170596908594803,0.05,0.025,1,2-3
0,0,False,0.9998213836743692,1.0,-3.697667959741282,-0.5242480829730372,0.05,0.025,0,1-2
1,1,False,0.7617618835242517,1.0,-0.7147002131226059,-0.1013287890392848,0.05,0.025,1,2-3
0,0,False,0.046764624981098,0.0935292499621961,1.6933711044614732,0.2400828211027297,0.05,0.025,0,1-2
1,1,False,0.8393324307774398,0.8393324307774398,-0.9967102102072298,-0.1413116111748857,0.05,0.025,1,2-3
0,0,False,0.2559617265635486,0.5119234531270973,0.6582217096756021,0.0933213780214093,0.05,0.025,0,1-2
1,1,False,0.9999885204401442,0.9999885204401442,-4.445150972344977,-0.630224752776514,0.05,0.025,1,2-3
0,0,False,0.9999999995960808,0.9999999995960808,-6.798119289012278,-0.963823967941154,0.05,0.025,0,1-2
1,1,False,0.1125736850934659,0.2251473701869318,1.2205719638792536,0.1730502898478491,0.05,0.025,1,2-3
0,0,False,0.9999999603766072,1.0,-5.800853270420579,-0.8224335553478523,0.05,0.025,0,1-2
1,1,False,0.9987862973309246,1.0,-3.1121879653333373,-0.4412398821207072,0.05,0.025,1,2-3
0,0,False,0.9996151281688924,1.0,-3.4710400718008207,-0.4921172272297519,0.05,0.025,0,1-2
1,1,False,0.8307091785537644,1.0,-0.9616234609758882,-0.1363370809513625,0.05,0.025,1,2-3
0,0,False,0.999825869684653,1.0,-3.705020942884959,-0.5252905744458182,0.05,0.025,0,1-2
1,1,False,0.9981069080903544,1.0,-2.965586886588856,-0.4204550698199967,0.05,0.025,1,2-3
0,0,False,0.9459438391304436,1.0,-1.6214013636985705,-0.2298790929589896,0.05,0.025,0,1-2
1,1,False,0.9999804270614756,1.0,-4.306158743122232,-0.6105187081798891,0.05,0.025,1,2-3
0,0,False,0.0889567382524759,0.1779134765049518,1.3568537391516615,0.1923720516200232,0.05,0.025,0,1-2
1,1,False,0.999796988580378,0.999796988580378,-3.660514641005072,-0.518980558593994,0.05,0.025,1,2-3
0,0,False,0.5124111199207302,0.5124111199207302,-0.0311938320364264,-0.0044226000884145,0.05,0.025,0,1-2
1,1,False,0.1508407923157184,0.3016815846314368,1.038252782003926,0.1472014352108198,0.05,0.025,1,2-3
0,0,False,0.9999999999382198,1.0,-7.191664493071338,-1.0196200321192987,0.05,0.025,0,1-2
1,1,False,0.8515331512321175,1.0,-1.0485601754850826,-0.1486627971642937,0.05,0.025,1,2-3
0,0,False,0.999991110402568,1.0,-4.510854185069936,-0.6395400249132364,0.05,0.025,0,1-2
1,1,False,0.6520206047124939,1.0,-0.391921262184494,-0.0555658248965572,0.05,0.025,1,2-3
0,0,False,0.9603964676868512,1.0,-1.7735829015883855,-0.2514550917699284,0.05,0.025,0,1-2
1,1,False,0.9892056694842668,1.0,-2.3345160047562312,-0.3309830827127483,0.05,0.025,1,2-3
0,0,False,0.8999350861492683,0.8999350861492683,-1.2897860540212993,-0.18286332727218,0.05,0.025,0,1-2
1,1,False,0.2044256947447728,0.4088513894895456,0.8294392429126989,0.1175962627726081,0.05,0.025,1,2-3
0,0,False,0.9994580269531176,1.0,-3.3667868447123754,-0.4773364099579127,0.05,0.025,0,1-2
1,1,False,0.791727707513889,1.0,-0.8158499495660134,-0.1156695995179506,0.05,0.025,1,2-3
0,0,False,0.882297589532421,1.0,-1.1938106421136532,-0.1692561223384381,0.05,0.025,0,1-2
1,1,False,0.5084786608239943,1.0,-0.0213082153109133,-0.0030210368129172,0.05,0.025,1,2-3
0,0,False,0.9881382402431184,1.0,-2.2970233248871885,-0.325667444380462,0.05,0.025,0,1-2
1,1,False,0.992304480078226,1.0,-2.465790016936059,-0.349594853693469,0.05,0.025,1,2-3
0,0,False,0.9999145657062444,1.0,-3.907203692452453,-0.5539556466007535,0.05,0.025,0,1-2
1,1,False,0.521348679331751,1.0,-0.0536745271098242,-0.0076098687735549,0.05,0.025,1,2-3
0,0,False,0.997916628758062,1.0,-2.9333502854390887,-0.4158846279798066,0.05,0.025,0,1-2
1,1,False,0.998788003480319,1.0,-3.1126443708042646,-0.441304590389756,0.05,0.025,1,2-3
0,0,False,0.9892311508389156,1.0,-2.3354503724062186,-0.3311155555184818,0.05,0.025,0,1-2
1,1,False,0.9874918399714996,1.0,-2.2757409008029805,-0.3226500641968866,0.05,0.025,1,2-3
0,0,False,0.9999555267443028,1.0,-4.086918169120047,-0.5794352112618488,0.05,0.025,0,1-2
