,Unnamed: 0,reject,pvals,pvals_corrected,tstats,effectsize,alpha,alpha_corrected,step,dimension_step
0,0,True,1.397773696287968e-30,5.591094785151872e-30,16.556263193002923,2.347314397784957,0.05,0.0125,0,1-2
1,1,True,1.5609777201095364e-11,4.682933160328609e-11,7.4761575554870205,1.059954898368616,0.05,0.0125,1,2-3
2,2,False,0.9999999999991084,1.0,-8.060258678366818,-1.1427676055305531,0.05,0.0125,2,3-4
3,3,False,0.9992392060449232,1.0,-3.2613223039513786,-0.4623838550185415,0.05,0.0125,3,4-5
0,0,True,1.8115112157668813e-18,7.246044863067525e-18,10.67946392865696,1.514113368948855,0.05,0.0125,0,1-2
1,1,True,2.0495472672891614e-17,6.148641801867483e-17,10.195495147119717,1.4454972279913392,0.05,0.0125,1,2-3
2,2,False,0.9999999936098508,1.0,-6.205050021866978,-0.8797397749426832,0.05,0.0125,2,3-4
3,3,False,0.9999051540582083,1.0,-3.877953370359105,-0.549808593525481,0.05,0.0125,3,4-5
0,0,True,8.790234796764837e-33,3.516093918705935e-32,17.725760185254277,2.513123378717199,0.05,0.0125,0,1-2
1,1,True,7.895251080685446e-19,2.368575324205634e-18,10.84553074911863,1.537657995784021,0.05,0.0125,1,2-3
2,2,False,0.9912658985479438,1.0,-2.417252639800335,-0.3427133199286788,0.05,0.0125,2,3-4
3,3,False,0.9999989773409026,1.0,-5.04658760747759,-0.7154952547336684,0.05,0.0125,3,4-5
0,0,True,3.6000038629628947e-28,1.4400015451851579e-27,15.318977530125547,2.171894472600849,0.05,0.0125,0,1-2
1,1,True,0.0001538966463495,0.0004616899390485,3.74059515274954,0.5303342158781581,0.05,0.0125,1,2-3
2,2,False,0.9988897438336808,1.0,-3.1410019623142524,-0.4453250738806218,0.05,0.0125,2,3-4
3,3,False,0.9875856801085552,1.0,-2.27876963035433,-0.3230794715093944,0.05,0.0125,3,4-5
0,0,True,3.874330192937688e-23,1.5497320771750751e-22,12.858475710690431,1.8230493691371024,0.05,0.0125,0,1-2
1,1,True,0.0051306068300282,0.0153918204900846,2.6169928896994814,0.371032099289687,0.05,0.0125,1,2-3
2,2,False,0.9984416260412404,1.0,-3.030348310678624,-0.4296368170183147,0.05,0.0125,2,3-4
3,3,False,0.6728925509712274,1.0,-0.4492755726481454,-0.0636974061088717,0.05,0.0125,3,4-5
0,0,True,2.704130620864905e-20,1.0816522483459623e-19,11.52323956733024,1.6337422176853886,0.05,0.0125,0,1-2
1,1,True,4.021698224752159e-13,1.2065094674256477e-12,8.221174628862167,1.1655819521634707,0.05,0.0125,1,2-3
2,2,False,0.9999988172474986,1.0,-5.011550744999413,-0.7105277973557865,0.05,0.0125,2,3-4
3,3,False,0.9999680131646844,1.0,-4.175794803106563,-0.5920359654387565,0.05,0.0125,3,4-5
0,0,True,3.450992595581213e-21,1.380397038232485e-20,11.939770501842323,1.6927971534704302,0.05,0.0125,0,1-2
1,1,True,2.0973324597522326e-09,6.2919973792566985e-09,6.446703177300591,0.9140008835278144,0.05,0.0125,1,2-3
2,2,False,0.9999932733320688,1.0,-4.581870943418964,-0.6496086410866697,0.05,0.0125,2,3-4
3,3,False,0.998310231738395,1.0,-3.0035209897660065,-0.4258332922797856,0.05,0.0125,3,4-5
0,0,True,2.2055197953491368e-27,8.822079181396547e-27,14.92392189686684,2.115884262744671,0.05,0.0125,0,1-2
1,1,True,2.1950600348476784e-11,6.585180104543035e-11,7.405925486491522,1.0499975339067469,0.05,0.0125,1,2-3
2,2,False,0.999387753016967,1.0,-3.3291318235614,-0.4719977551983088,0.05,0.0125,2,3-4
3,3,False,0.9999999698374784,1.0,-5.862031647438643,-0.8311073051870255,0.05,0.0125,3,4-5
0,0,True,3.6666567067063553e-17,1.0999970120119063e-16,10.079641207564752,1.4290716845467046,0.05,0.0125,0,1-2
1,1,True,9.774513862826068e-27,3.909805545130427e-26,14.6024897872692,2.070312251115392,0.05,0.0125,1,2-3
2,2,False,0.9998218736884076,1.0,-3.698462554988769,-0.5243607391227428,0.05,0.0125,2,3-4
3,3,False,0.9998241684869782,1.0,-3.7022115812931498,-0.5248922686906992,0.05,0.0125,3,4-5
0,0,True,1.8795352128048776e-16,7.518140851219511e-16,9.7542955785697,1.382944821842611,0.05,0.0125,0,1-2
1,1,True,5.5977656764207726e-08,1.6793297029262317e-07,5.722957320960648,0.8113896210031928,0.05,0.0125,1,2-3
2,2,False,0.9957573953360336,1.0,-2.6858277446921366,-0.3807913695012155,0.05,0.0125,2,3-4
3,3,False,0.9930450895605892,1.0,-2.5041179461185576,-0.3550289120288901,0.05,0.0125,3,4-5
0,0,True,5.376578812994477e-17,2.150631525197791e-16,10.003425257020693,1.4182659371405784,0.05,0.0125,0,1-2
1,1,True,2.555992108342077e-10,7.66797632502623e-10,6.894660680461227,0.9775114163399016,0.05,0.0125,1,2-3
2,2,False,0.8795873704599297,1.0,-1.1800065367764392,-0.1672990034627079,0.05,0.0125,2,3-4
3,3,False,0.7280711482403219,1.0,-0.6090934757261265,-0.0863560737409066,0.05,0.0125,3,4-5
0,0,True,3.4372133892327775e-27,1.374885355693111e-26,14.827846479562895,2.1022628792427427,0.05,0.0125,0,1-2
1,1,False,0.9050673229328268,1.0,-1.3200411726078003,-0.1871528384159023,0.05,0.0125,1,2-3
2,2,False,0.9999999765434217,1.0,-5.918173147032229,-0.8390669364620923,0.05,0.0125,2,3-4
3,3,False,0.999991319433474,1.0,-4.51694038599549,-0.6404029144973065,0.05,0.0125,3,4-5
0,0,True,9.28469001137716e-26,3.713876004550864e-25,14.121422980910369,2.0021075464849565,0.05,0.0125,0,1-2
1,1,True,1.699214189850887e-14,5.097642569552661e-14,8.856463588751156,1.255651970072553,0.05,0.0125,1,2-3
2,2,False,0.9999999864156518,1.0,-6.039359372443681,-0.8562484808966924,0.05,0.0125,2,3-4
3,3,False,0.9999999977217204,1.0,-6.428871582324365,-0.911472755100812,0.05,0.0125,3,4-5
0,0,True,1.0827029749289303e-26,4.330811899715721e-26,14.58050832622924,2.067195762848568,0.05,0.0125,0,1-2
1,1,True,4.155008429874829e-17,1.2465025289624483e-16,10.0547431342455,1.4255416847334568,0.05,0.0125,1,2-3
2,2,False,0.9999999147451876,1.0,-5.627467094040969,-0.7978512046417615,0.05,0.0125,2,3-4
3,3,False,0.993930765995488,1.0,-2.555082686080332,-0.3622545925159095,0.05,0.0125,3,4-5
0,0,True,2.862654832966284e-24,1.1450619331865136e-23,13.39937735762822,1.8997373396556705,0.05,0.0125,0,1-2
1,1,True,5.685679329646271e-06,1.7057037988938814e-05,4.624393074162127,0.6556373450613748,0.05,0.0125,1,2-3
2,2,False,0.6989175732404573,1.0,-0.5229682456993647,-0.0741454082001584,0.05,0.0125,2,3-4
