,Unnamed: 0,reject,pvals,pvals_corrected,tstats,effectsize,alpha,alpha_corrected,step,dimension_step
0,0,True,1.2912413418002306e-21,5.1649653672009215e-21,12.139641882924977,1.721134524352451,0.05,0.0125,0,1-2
1,1,False,0.9155813291584618,1.0,-1.3860774437686598,-0.1965153309219061,0.05,0.0125,1,2-3
2,2,False,0.9999995938448952,1.0,-5.266183829314597,-0.7466291747014927,0.05,0.0125,2,3-4
3,3,False,0.940117009178183,1.0,-1.5693123484792604,-0.2224940149395486,0.05,0.0125,3,4-5
0,0,True,5.755669882445119e-22,2.3022679529780467e-21,12.304437163196916,1.74449887472306,0.05,0.0125,0,1-2
1,1,False,0.1317507746884619,0.3952523240653857,1.1245438927215192,0.1594356189893107,0.05,0.0125,1,2-3
2,2,False,0.9999999990890444,1.0,-6.625418870870824,-0.9393388426878756,0.05,0.0125,2,3-4
3,3,False,0.9976488857516234,1.0,-2.8923061713655795,-0.4100654742984497,0.05,0.0125,3,4-5
0,0,True,3.212554623877532e-13,1.2850218495510128e-12,8.266493234156949,1.17200713479411,0.05,0.0125,0,1-2
1,1,False,0.0370111514306378,0.1110334542919134,1.8055855237901768,0.2559923605355569,0.05,0.0125,1,2-3
2,2,False,0.9964824063803912,1.0,-2.7525323072611307,-0.390248611047262,0.05,0.0125,2,3-4
3,3,False,0.9991436272908442,1.0,-3.2239781594156445,-0.4570892757333596,0.05,0.0125,3,4-5
0,0,True,1.4455804581051325e-19,5.782321832420531e-19,11.185863644900223,1.5859097236645976,0.05,0.0125,0,1-2
1,1,True,2.002099869466683e-07,6.006299608400049e-07,5.431324529526679,0.7700424980311155,0.05,0.0125,1,2-3
2,2,False,0.9999963198254548,1.0,-4.733395555999574,-0.6710915023206934,0.05,0.0125,2,3-4
3,3,False,0.8152810842337621,1.0,-0.9016374282710334,-0.1278323793413027,0.05,0.0125,3,4-5
0,0,True,1.3021695242035616e-21,5.208678096814246e-21,12.137925524409283,1.720891182421444,0.05,0.0125,0,1-2
1,1,False,0.9444911959285066,1.0,-1.608010123121635,-0.22798050923608,0.05,0.0125,1,2-3
2,2,False,0.9816874016480396,1.0,-2.118623925315064,-0.3003743287606996,0.05,0.0125,2,3-4
3,3,False,0.999767046037676,1.0,-3.6203123859282376,-0.5132807620236447,0.05,0.0125,3,4-5
0,0,True,1.3998940127769425e-19,5.599576051107769e-19,11.19231364707359,1.586824192273292,0.05,0.0125,0,1-2
1,1,True,0.0079392010480364,0.0238176031441094,2.453899179570821,0.3479089941837617,0.05,0.0125,1,2-3
2,2,False,0.9998984319123704,1.0,-3.858711582010759,-0.547080530658717,0.05,0.0125,2,3-4
3,3,False,0.9999999988869452,1.0,-6.58263569563567,-0.933273128339068,0.05,0.0125,3,4-5
0,0,True,5.8278434022214895e-24,2.331137360888596e-23,13.251151223915151,1.878722130261094,0.05,0.0125,0,1-2
1,1,True,9.086766006218125e-05,0.0002726029801865,3.889963467132334,0.5515113613992428,0.05,0.0125,1,2-3
2,2,False,0.999997507084165,1.0,-4.829824215909303,-0.6847629678637681,0.05,0.0125,2,3-4
